pubkey,balance,transacted,fee,sig
DKxoS1DzE6crymSrzjKoRBTPwinxx8QbgwdCuT3rn47x,89530910101,0,5000,4FaR6rgFXsLXEzztRZ2XUDLECbAAVjSxSDwhQnqFrcuKPZeNsCv1uv6twMJrLSyRpwUDTgFWVa955dzfWxzsCXTo
2sxKY7hxVFrY5oNE2DgaPAJFamMzsmFLM2DgVcjK5yTy,1210290030,157619508,15000,3pjQ6DbV4gf6NazuAvaysCuefG5mFYyR2MDeZfVJdZbbbZDmt9YrShpYh8TL1uVkVcrtw32gcGA7e4MZuM2PZ89w
6optCgFDRYwfR9Gs5nwT6yAQd1VLQZQ36vV58okq6rD8,798802400,0,5000,4VTh6wo1ge1qTJLyMebB2vCg8DCD2uU7aJVg9PUr3EqrRd7ZG43haXQEAEi7REfKJmL1qwmXZzHvNhAYZccU8MbQ
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999425000,0,5000,4TBq7zvtFxEtHh6wEkcxTnu6X6mz99nF423VroUBGsVhYCwULb7YJKu7C27b3o3HH45oaveELyhsmCDZWp87U7cH
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999485000,0,5000,JTrXyvoqtiC35GsnafjwyUkJWpMBqPCA9H3hPUfxG6d4T2sJAiUfmEpeKSjjkpXXkrGejmzi1DBnUKoDkiy7HE5
3b3zfYBQ61sEicY4bhQMKUvRo9bAxPYAz32uyAP9Cj9u,1257304662,0,5000,5dtkrEjDd4HvdhKsAejc1Q27ANSA5hMeCfg3ac5jPwAa4e7i97w9BU4daN71DrcJQWraxsPPU3vq7BsRBYCzZiA7
9Ydm2wdKdbKnE3ipp1CxRUAyZQUmLymkeJ6TZh2tWsLS,827972843,0,5000,61xRTiBNGUUfBs4WcsVrjfLBeqtqDGdKkCQeoXsV5Kv83sDwTmQzXAfP3F8kKbiUxJYrF9G2irk6zKQHKhhA1fEh
5QupHQxKmpqzf1omkksiyxDzWKBvDxoZXCm295pFWexu,89530940101,0,5000,4iJg9kq1qRX4zBECH5PuEcJAE9uQokmKrCW2h9HKBuhSLGiisuKVMP6TwTFFRsFPnxdSXbQebnMQr5YmPr5rXr8H
FZbwCGop7nsxHix6xrNV18mQjoqmPWx89aafsoiTVzN,89530960101,0,5000,5q8TrkoMjcYRdH1P6FmRV9Xn1DsBkbJw6oD72MyiDpYtvhyv9pj2HivYGTuhgE8hyeJRh6Lu1KfUPj1i2CMDpXzM
8UYN675AJn5htWydDs724xqintBZ4XzsCWqMozUSDU8m,798807400,0,5000,qybQPWzpswMabE68FK2xA4LygFKs33YUcMrdTQCqLHAtVUedN2vQZKjQ9H5nzh3vVsx84wNXigYYQBJEkcHycQ7
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999430000,0,5000,2U6ujZ5Me872vWsCNJgdDfe3SNVKPVSQKmdrc3Di89Tzk8nTzrHVxN9XKLhLDjnrpbHf7igFNWcEQVHsJtwKju1F
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999490000,0,5000,2hThJvkStAX4BkwkA7VQFSyX6pJtSzpH2h3778X97FoxGWDmt8z8WiGowMsBE4XuUcYVSJGjwkT2H9gg2sfzob4K
AB4rTE2JiKFhnfynUQCovbW75CUxT9LxcJX2SDTbY9gy,827977843,0,5000,4iiuiBYRYFv5SbGz1pnxmMMx3NbjMPavpNi29epzoAKTz9ZDuKBTweZBwcYCWjgjNSokL81KePrXWj734vNcX2KG
7kWVMoFnhJQRrR5ahz4f8K6iv1C7kVEaobBJibV2ApNz,89530990101,0,5000,hPfTKy2pW2bwKcWEgMrNSKN4UyyrRKdXMZ9rtvVkoaVNfmCJ2qrdSGPZXhwVFbAxLF8wS9jDrN6wNMtmT7phZr1
7wDvZdrx4GMy84nYhRbutSEXNyuaCHYCFsU2H8ohg2Nt,152992848,2039280,5000,3DDh3KSTF9wQda4equnW9dFtCvGFRvVnHnhRgwd6ntDJGiLWd4HBVTamtaexZcApChzbWjoCpwjp8K6FEEjNURhF
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999445000,0,5000,2nXhtKbyVWk9EJu3ScLUtYkM5otUvLkD8naSd5Qzzjg5igLp1VWqkxy8jeGNz76br6VA3nwpZEspSLxskc5HBtM9
9dhoieCDdX3qawKK283vtcLmKHnvnMm3VQTKybyBcSdd,89531035101,0,5000,4o7ZdAg9yaS7xEjhxBEHkLm3PXdrjZTSkBusvMK2Z5Qm13as32wwC3uveczrFDVAztVoaACfN19o7V4MX1VE3a4H
Dm2CuVLLEXBP8MweSz8corGNXntrC7b17VQFwNYCo3MU,128469511,0,5000,1q3wcBzUcbaENQFXcTU5gmTknWk2hY2weGaFk2L9HzEhzz72GisYuDkuMAURTQ2D1jqRQsnXRWg9ByzZeCPwkqj
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999450000,0,5000,5RjSc6sBxQj1fiihyKJrcpecnnoA368RiCrEjoe4nyh9snUAx2d53ihNn1WPR8Uqdi1yQtEvbZk6SUKnmK1t1JqQ
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999495000,0,5000,64yXnhoTR7hKo9MR6NcV1yohb1Nh7wNprLhMWm4SPS9Bsjg11NRLgart68jz7pSsm7y4sMRs7SQ1QpAvyrc6d2yi
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999500000,0,5000,Maj85CQddENDgTScJvBYLtFc5oFsyyMUnjySTK2yXqcUKuXbd8aJVPnQ6Af9Bfc1NoSAeCZELDUtr9h9rYRVMCy
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,4429822946748,0,10000,5mV2UQD3wTThWKzWLFtMnezKcC62fpRQYPySnt2HXoUxqNRZv34ZxSjAV5GSK47Dhu3KDiEqBR2kwxonLSwRhPfS
HAqcCKzYNHcMPsnfVucbaNw1L6zvoP21KK1Y7VjgLYkT,457950720,0,15000,3SXupZPJ4kDtgSSN8fqek4Fn2vAMnFgEexY2Ctcu7BZ7D3QDo5StndmDr9iVdwdhz28qdTG1u8MuNo2DTDV1Qkkj
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999505000,0,5000,4Hc3nPUshNmfKXX8wdMfTjz49yTNMDL7gRxAJx7K5AxVov5oetetK1owkFNxRysfbx4N3gLxjJCxDPKystxSdV8s
JU8kmKzDHF9sXWsnoznaFDFezLsE5uomX2JkRMbmsQP,2885872656,2781299998,15000,27xxwjgJqs6wGByYJi1DmYwcf1Z4wFk7bTMubu1WXNoJrEAF92MvSQxYPTi15Dc5Bq1jaBZxViA4MgobmSAREwvA
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999455000,0,5000,2hUKRTQwSW472voC7uki5ZqFiAWruCQF4ojX5ne4s5AJAmp8Y536TqHCuTgkSDJsYaDp85sMFeNroCRUJcQrVbAa
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999520000,0,5000,2EDFDPNcP4ChCLpyBFsqckvj2YL1igJi7azBD3D3tMdMp1826FvWBRkUExyVcZdP948xUuhKA7woiRXisfukDtnW
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999460000,0,5000,r1UWb8NxrTewHqJfvfPy6qxDhomqNG8grmvnVi1Sn6P2ckyLgU3W8erCGhSJtph8WPrrktvWoYgroZVZ5MhNDvG
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999525000,0,5000,4wfafz4V9Arrnom984TAxvH2Znb88XgJCibZL3WmxY8P3K8yF4uAY2RqMDeKLKWfSFoUKegK9zJqBWMLezauzpDg
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,573795042003,0,10000,5DcjPG87eJEMm2achU551vNVo6Bu6bvR4XAr3GLpeUYVGx8CzauerXB6NCWMoMmwjaiwLvC6JZvQC4m6Vhu4PczB
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,573795052003,0,10000,5rX7Gpd8sizezwJa3F66EhrMBWzRGuT6W9rPZqdaX3NHuYvpqQrG98XdxdFaWztAihwPNBU8MNj2pUfmPsbxTtjH
Dhq1BEWLQ4nxNmVkJkxzJbr9N57xooaQSsMSmG6hNZdW,2440313697,46621561,5000,2wR4QvyC8MvTY3tU7vKgWEUbGgPedQiNyXzMbjDijZi2sBpuMT5EforNo6kCQtdmLFJyrqZ4XzWKxnXHnESVFp5s
5T9Nn9iFmmNxvAGpNhE3YrCDqpwnjMUhVqmzpTbJcmmk,393644194,0,5000,e6Lhv9VdNJcivJaAnBqfVGziA1DRt5bzAJXjCE6zr6afU9d5Fe3HHDS3MNoyf5PkharxdcWCxBcJy1ZUw6yiPgG
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999530000,0,5000,G8Hfy165J6U7GZASY135eA3g5Ae8qgHng6F1LfYYJutHz1TzyugR7PZm2QMHbPDCbnsJvsrStvchdc5e2DRcQRW
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999535000,0,5000,4EMJH5LsofvC6doVdXHrw8ZDSHGeJHKE5hxbAoGpaiNuCA4pU3oa7UNwx6AruPqao7HvsTQCKkyXF27EhFKNTQfF
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999465000,0,5000,5DF4rM8D21vCj3Zm83GS9j6Q5TtVrXeFpYg9PGqLrr2n54apRyY1xHvyKwaf2QpNw1suXWDE1EBkjY7zN3Qwsp9C
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,4429824291748,0,10000,3NARKyMVVRj2wiAmmq9QtMZkfQ8hkZ2nEXtkmufPoZWTCiudu7DzfuZZj7Ad45tbMK4gAeAyaF9DrGA4Dzk45pRA
AArhpqzStkfHKfXc4CH79FKrQoutd4SNCD74C5qu7uf1,86743144,348064326,15000,2whwS8AroVMu71bCfToxHBr4xiD1KqSdfs36bUnwxmkqvdrQ77MAyzW3TaQzApxWxxBxLfhmSVwE9o67JYqahi8T
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999540000,0,5000,3wwYGcrkTErx9jXvtXwGkNPtJgf2GvvwpzqZ5FxbYecbRti5FKeKMA3GbhA979THt829GKBb2iimHQ6uDLWmLpNK
2PH1quJj9MHQXATCmNZ6qQ2gZqM8R236DpKaz99ggVpm,20067945517,0,5000,5JhT7jFobERBzyQpiPC57Refs2FZVwMoXCYtYCLMUC4tLvYwKWFadmBJqYhp6ifnDuJF8UJRRaEkh5mMFFguvTc8
BFkxdUwW17eANhfs1xNmBqEcegb4EStQxVb5VaMS2dq6,405592240,0,10000,42Rce7y5xU8YjkqBkPpWqUq5NovqTM11wTwjWLMvGZt7rjtnXaA398UpqFu73aFyT9Bcsxc6vkXq1Kfua6brHQQ2
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8526993813,0,10000,3GPmHgiswh6YNWbnyTHQX3KJHWT3oy3uXntgKhCqhtqqqpaRomV55wc33o17ammuU7hKjR9pkTqeHBiWmiTo2WBc
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999470000,0,5000,4Rswevgi4skE1A1krJSuddwgenHFGMz8muESP5VoZ68naQ47yAnrSuq3zjQESNNEv7DbBNZYXGEU4dAvGJkU6Yeq
EBL1Q4ECEHoHmmBakBCNDR836LPadrBXnG3CgXH7PgUg,112766228362,0,10000,3hqk2VkuT4VbC9Ew4FUu2u6DXomTe6cVogSMFqpe3DPn38ioe1So8weGCutAn8gCSAZMSz5W291YDfHHXHtokfYy
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,435919330,0,10000,4WX6ef3c74mcfianXu94981mDEHhwmsQc2cf8gZebCHi5MNnmBY2TADNAFZ1WE1kiAMCm2MqdVxaoNsJGE75geJg
7H4ipEXv9TV69in6BJrLiGfC6o9yG1H8JgpHEXpkAdf6,20067950517,0,5000,34HozUVMww7RMcy1tBYbyS8pBWXiAPquCfMo2hJzfzQvFygYCxUf9mD1jnqbS3oi9GsuFJDF2UyJjbBj8BvgNFFF
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,758943279121,1699160733,15000,TUm4LRoWsmyS87Mo7wasaZB2papGm4GhhNu6EMzqSy2JR9cHAqBi6htCt7uQMjh9TU8XKVfZfB9bY267zJPz3f4
FDzoKvsArP2LjPYFrP6KNTxn45trxwpu5WMQUYu3kboR,4148232040,0,5000,W4y6tejfLenzGkBcVYsqGnk1LA3fgBFhFEQrXQXSdthhGpHLfkBGfADa3ra5PEWDe56t8UhMbRq9e6v5cUufFYz
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,435974330,0,5000,36eYuKmp98njT2iLe92tUvXAGke6cPjjn6xohHYSCb5xzz2reihkuvMAAGeG9wxpoYKb4oXPejZx8kqghUsqjAF5
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999545000,0,5000,2g1YtUBYqkxotHAevE8Jk8k3beMzWnikoZExf9J638GQ96aktkv9SVmgq1UujKqmSSqZ7HwvzqbHRs14tbDHNAED
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,748547856921,10395422200,15000,4y2SF6q22CFNsCNbuQ4UcS3ktSMoyR5WJ9v76uXgYnqJtY6gatmhZGLTh43EDAnQJK9WfKJw5SmcyNCMXMyBUNhh
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,742850070978,5697770943,15000,3R5749dqi2eqRnmWnoaDKAQ7u3L74rwnxrvfkRkFtiUZpLiSzLWtBzn4wCAUtYmHi6sfJtxjeRMGnGBa5NKH7L4x
6zr7j575ntpQ2wGp2RZc2ny5QCDTqSUpayqdfcsQ5df1,52930000,0,5000,2tHSfKVnh861QLFRph3MZ35KRdGW1qRERhgEdACSqW9cAgsgaEFpgXVW9E4zjzFKij9bK6rzi37ofGyGf1D1EHUX
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2720720753,0,5000,tuEr8DtJW15DokUcE94V4DnNTbCAsjprokEr6QdpH9tLxWn4NbXZua11KbnZ2mi7fnEffr7q433A5368uuhZvh5
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,130433894377,2039280,10000,5sZUVboJtjVuXetL8YAL1kizpLjEg2Ux4sxcoVHscjgcYu7724P5bbCJADYFgf2RPUbtokp46tDeNbYWWhvFukFt
HtSfxzekF5W9ia9onP89Pn1AYxRgkKxrF9iAGrwF2ADr,35853635,0,10000,3Jz61cLu44AudxgjxG2332XLJh9X83wUUEj98SDU5xw4RDsF83rGsDoz14gtHBy4hDQrcpjrXNWLAF1kNRiztemx
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,436064330,0,5000,37JedRUw3qztdibkjTsyuPGwL7ZKLJ1AFQdc2fjPwpKSEJyxcVeWNiCt6CJJcPqxoi8E5ijbcjzLKb83PxZyGwDS
94pvcBo4vqo6uNie4jLTvBtYYoju2dFQDYWn8drkS4q8,806899851,0,10000,2L6gi6b6JTWu64oCj2dpP5S8P9pj5wzTZMNbsvsjtcDtup4CWvr3TrtMjpRNiRTKTFfVj4hguH3HWkXk7j7srNPC
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999550000,0,5000,5FazSCB9zt6jugSsRFTRHY99mBqMLJnhqm2u2EeSgZUB8yEwr6PZSBUgBBkpYnmnvnzMSyqoveiALfMseQKP7QJT
ASHzuynV6L9Mxx3yBjM2f59jYdCgLQvyGujLND1kioRe,102399848700,0,10000,xQMJEX7B3gjqZFRuxRH4T5BCp5sHUqDinswNrwGjM68veZNmeaN83CVGHQFBoJZNc95Fw1BcGwhFEqLGLLqVc82
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,436119330,0,10000,BeGPhCQuYBxVHZBqyHf6DHrGW2yoFMPGoosgGVkEpJb1H6sX9cJzGCtSFAy4H3YB9qhfYZPnZXiEQSFmKqbxHj7
FDzoKvsArP2LjPYFrP6KNTxn45trxwpu5WMQUYu3kboR,4148262040,0,5000,5fBayYyweqW5AHXrfSgxfmvBi7s62LVL9hBwGvjUPpqbKmikLZmnSAmh1Qc8oJiqe9BVd5H26u63EGiofTk4afgi
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999555000,0,5000,Ynii7YLbiUejP7c6TkovKktAD1jY9rHJbWSeXHcor59dmAaoGdcdFdcMhoQUCEFBDwCebt6M4rg1vA38qre7G3M
FDzoKvsArP2LjPYFrP6KNTxn45trxwpu5WMQUYu3kboR,4148257040,0,5000,5D7pEGBehuJTCBfruSKvG1RjBGjGyAkkwEFxMt48e9Ed6MUPq5v3qJHJymLDj4i77BJ1Hz2c8utUp8dLgis6YPpe
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,742850095978,0,10000,5Jjm9RExp4shT1ryQRiXNxLYXXcEmcwixN3nRCB8VAJupsLPPbSJcjgYKYt6hJ1XtxDpbLYshpyRR6gFRr2WtXd2
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,4429827216748,0,10000,2DYLZuZ6rxUxqycq2AVMuLfo6yyWSbPkGAKg5A36fFH19MmoR4Lgc2DKM5eMp3TcFwzNKDnQCYAJKxag5YncfvjL
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2720805753,0,5000,vVhAkPqArbHWMJ9YdzZGS2RbpPZiUmDsVfVrjVQfCpKkFbKX4qn4w58ukV22PhcMYrXf5TF8jGnFbReNhK62zpY
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,436164330,0,10000,3QDCMXDH3jLpqEE4e6d56b35oneX8L62K2Jbb5bX4UsnhMFqJesTvyVbUSqw1j4MMenXbEi3Ab3WSBWMW73ihsTE
FDzoKvsArP2LjPYFrP6KNTxn45trxwpu5WMQUYu3kboR,4148272040,0,5000,3i2gk3s32X65rYmRSyzkZwpSBxBPvRD3sXA4BSLpoX4xQsW35bF8ZxDiTdRLq1eZpD8vg67LKFG5sPSWDvpCDrz3
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,4429827276748,0,10000,5zHGP6ZU9VbigD2Y91czGsDEVpPkggdm7NQ5ozjVLNFv4xFqyuWt1nq2s5JkPn76XbM1qY2NPk4oiiD9GN1tEVTw
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,738551949164,4298131814,15000,5SHMpZKs5oTCoic9aemJm3A42ku5UmD1h4aSKiJH6fiehBxYH987DjbneSpgx6UJa6zHJYM3jXHmd1dZwwWu1Ypd
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,436184330,0,5000,3xnxdJhJ4AQ3c2ZPYw2rhtv3Aqga8coFvMggGmNhDtjvLfwWCmw8CCYS5KrfhKF3vbkypSDXiz43xDJvzESqYzHs
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,4336815666627,93011965121,15000,U9uDnvUuN85MzWTr3PkXM4sEhBjW3ZjruHwYHv8HNqbKxNfyh6FGdqwHLiX963ic8WKPVbPGdAYG2sFFJbamxDg
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,4336815686627,0,10000,5LqEQRTVxxi9cc9skYzf6eovquKU6uRPbnFnDriUMqaMsR3xL6xeuAvv8HWxoXMkvQDwLrUwmgWz3piNXj8HgV8
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999560000,0,5000,4zCv2whmVCqf9TBcJimzQdhTBDyWxxshdxbw3jDzdhNLGdVGBkZp5bTA8YAFup3QPL4Gd8Lf15XLNmdtgRiQ26jM
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999565000,0,5000,34UWVhqjDdArosq8bh7Jq8iEAPazgiYXdLZr6cAqCXqPEGy83JUSZYhAi7kEmnz3j7Hu2XoyPgSwtvqeGze8WA9a
6YE6SqBhc9HNFuPpzuaVVKzCAiPv1gardEwMvhxEjP45,729795000,0,5000,4FT6cg3v5wyAJGwmuncaEknuuqARmUMT2jW7YsKi8LZcPoWdr9Ryjvwk2xKxvfsCQytKThVf9yuYFGhg9ctti6hA
6YE6SqBhc9HNFuPpzuaVVKzCAiPv1gardEwMvhxEjP45,729790000,0,5000,2zu3bRonResLE9pXoUhphnGscnpyczeqKABsgs7v54dyXRMZTyRhqfzSRw5w3uAYJpH4a3tmn1G338DTDSL68T99
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,4330553623401,6262203226,15000,5xpFqqLvL7MW2bF4HEGQD2QTcyJWZtZxByNek9EUBiiAHe65jCQPQbXfymTr56PbQPv6JEx1qDGNkgF9ANQ3Qv8f
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,135828094265,2039280,10000,3yyuXQWJiPi1ocuSK7biK673Low3HA1UKUt7Az6HuhX7WMq6nuNtSpxcHCqDn1d85fb11Nn1kcitryxJjfBmNmK1
F8Vyqk3unwxkXukZFQeYyGmFfTG3CAX4v24iyrjEYBJV,183675320,123357760,15000,VEriqbDqyrPTBuo593dvWNChZX4X5JBj4qJKVtYK1vE7Z9bxSdJnEDuRCRfL5eQqqkN9uVUYfBB3aQGyH5tRkM8
AKU4VBJZcXrCFMnnR2DpeVX3q1kBV2wFFiUPaK6yT2GJ,71158562,0,5000,338Bo4LcBK1GtvC6icfjXMnY87a5BHa7dN1sPQk2NnGbt1ULyi5MDPZ3gNMzP3h6gyswJpghNeeFKj9BZwVt7hL2
HNS2DL8GQRBk4ju2kHzfQDyCmkd5B4eeU3sjDp24f28i,188458243,0,5000,5yUTxhMZH8zDydtkv5nuzgsLvV3TM6sJegokx3U6Wy4KNm14tQodqrcE4pMUFcMARNTbvvTgEiZE2KwiiyREbPrt
F8Vyqk3unwxkXukZFQeYyGmFfTG3CAX4v24iyrjEYBJV,21272779289,21000000000,10000,4TP3ipsdDVGT7PcTaghXDdsSWpfGWxAMmcqfSNNbYWsg7gJtHfvALvALkKYfSVJEmkczefK2TgY2skpe7uAYnf1J
GdoukGxcwBKBYF8nVAB2doHTCsKkNZhMkSSw3rMHa1qb,563293186,0,5000,4ZE8WjQ2sacr619vLUGxsUswfWnrdVoKrn5xQFhPPrgMNWE96ooBQ8dkhogXjzCMamW1cEN5JoeJswk5j728cPJB
DAMQJ2fGF2tCG9hGmUYd6QRZeK8uQFqSg1k9scVyXzdG,10310474,99980000,10000,54xSvTedRdUoWNMFaYZ5t4vuRMkpDt2JPbo1soUDbcT6MgS1NnMaHam1mAq569B99TDqysvawxChF4Zw2uZkcppb
5Bvk96r49GUWSGoHrQdTZSWURjXqp3zVcQVoFH41LtMZ,1029240055,23357760,10000,2yeuEU4FWFXsZazo6ukk4aWbta13WByUhJQezQHgz56DqWMLDpskyupg6tfySZrSMr6KeNCz7BGmL1v2gKNQys8P
HNS2DL8GQRBk4ju2kHzfQDyCmkd5B4eeU3sjDp24f28i,47955720,0,5000,2p3X98cZ5ZoXuSPGCZ7xJips88BjBnfo5aZcRb9SCXcywUdJXvoERbvBse8Vd2QoLUMtCFJxYFhHyWuCis3Lq81Z
F8Vyqk3unwxkXukZFQeYyGmFfTG3CAX4v24iyrjEYBJV,4696194661,200000000,10000,3oyjySK8n2vDrZDNczVp1W6tGAyVi8qCQmR69TXcwBN55Grydohcjrk4HGaWgtWzndfyoR1f258PvMkCsS2Xu5xi
3HHLRhh9cgSFencdJnBo89PWjzcHRpyv5rDtdjq4iskz,474841990,23357760,10000,5rcJCniX72SeKwZH8EigU7yzaidcGsoVLJ7FduKm4VxhFUunY9Mx5VtgjVpsvFfa5D1n6NCsxrdF4BnSdpHtGxqf
Gi1DgSQ1FyQJKL2r2amsQjY6maTnQdcVbKp6ZrS8tLfp,312298094,23357760,10000,uc6Jj42bzNFEqkNnkoQK4bGssXDpahtvwJatTpom56AnfbfmvKZaX9n8DLtH1Bba1oBKyoAPnLNzy64W5quq1tt
FzNk2cSnZuyWCmjchwuGNRQppHqycMUvNkZ9cGMgUYMF,127757637,25397040,10000,3aRaTxm1sEEboQcwWs9GhiNn4BAr1BTSV6zGedch75w3S9K9zRkLSs4TmPLTWzmB64TKwSgeGn38P75Rqkc9yHJB
2MTFiB8LsXtZoJa1ngZ78dr1jLqsJid8r27etdcupwYU,974572960,25397040,10000,vuGSu8txdWVkAiCjot3QKDHrJYdgrEdNR8dqfhHKgdoW2WhAZ4RZSDvQw7jCpn5zoGUZUTGJ9QXA3nq6fNpMQop
F8Vyqk3unwxkXukZFQeYyGmFfTG3CAX4v24iyrjEYBJV,1999985000,1025397040,15000,3Z9YD2JnYgD7WCRVdyLsE5De5VaoqFTVQgSrB1cbz1a23skq5ZtaVLAAbupReTAn1zAAQK7J3jgTytMjMzLr6uyN
ALNPeMRuMnkp2MeKaY7muSRmW1Tt6RQ6ai3xaNXe2Rwu,87940348130,23357760,10000,joSKSsvVNZgUEFutuLADAw24sewiMnLE7bCPcMoUu22wYms6UMTRUbo9U7jVFaMn5weS6FwRdYvGugEKoRqHdum
HNS2DL8GQRBk4ju2kHzfQDyCmkd5B4eeU3sjDp24f28i,559069680,0,5000,25aA3zpet2yk8iow3vfc9xWakMihSpR42BJHpodr2cHnja3hwyKSgGGDhTjWBegiqjgCNFszzRcJRWMXUW8oktrG
FPHqaYiR2Fw7Sxbqg517MuAnLzsYsfFekZSz7FHL6gzA,559074680,0,5000,5t4DBRR3393hJEQDccs54MPqZfZYM6eKd2aveR1c8MDGPao6h3AWfEheqPM2YxdudRmPPP62MMZKJ2VhNwp6kQnj
8LPMANtAut4sYzeMsCZKXwVMDkTXdbXhtsyXbY9onqw7,35322389,25397040,10000,4nnoznN9dfQkUUY3z3LhCPTAq7ktQmkXiuGQHLY79FwTa3m8Jjggz6PtSMrH5VoAFe5RipsECBC5xSwrUynzB3cK
2mgac7FjQMryi6yuztEQod79Y3NsN6viCYheujvaVdGy,5176749125,23357760,10000,3muxsEGHfz467YDHqvYa6WHMWvj8t883K6wrCrheoPpDsZiUS5dcc1dhs15im81yS7UnvBAxCj3FXz36G5ubLh2M
HWqGKPHnvpCDHUfNBqvacMuVjJuQcdJhfQLT7pJJjvt4,71098341,0,5000,4B7JGMYLBsy2PQ1LWDPkfNEXcBNNEWAPGk1WC32Q38nuV678njC8ZQ412wAdYfzNtQtzFvARJPdiXbK9NTPznAns
E94zqsaeoyzWE2ioPQ7tKK7FaeayG4ypNWfkJC8Gr2DG,464777875,0,5000,2hhQdK55wbvu4XS3wWLXk5Zxm8e1bPBavA34oXaXHvmNyPek3DeSyFokrkww5BhzkmYwL9JJYCeryaPg7xGEDq3B
E2XSsrH7S8nFGoEjfLRikGryGZBcinaHSKP5pPDRMdC8,34760720,0,5000,3rQ4mpQHNqGNr5aNVZ85oKrUFQ4KsyF81kZn7FaThf7YRXZt636ZgQUv6qHV1wcUZXN3MoBi238enCb7ThwXcjqk
